Accident_Index,Accident Date,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type,,VEHICLE_YEAR
200901BS70517,9/17/2021,Thursday,Auto traffic signal,More than 4 arms (not roundabout),Slight,51.492657,Daylight,Kensington and Chelsea,None,-0.200537,1,2,Metropolitan Police,Dry,One way street,30,06:40,Urban,Fine no high winds,Car,,after 2015
200901BS70518,09-08-2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.481989,Daylight,Kensington and Chelsea,None,-0.173592,1,2,Metropolitan Police,Dry,Single carriageway,30,08:45,Urban,Fine no high winds,Motorcycle over 500cc,,after 2015
200901BS70519,9/22/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.517926,Daylight,Westminster,None,-0.20055,1,2,Metropolitan Police,Dry,Single carriageway,30,16:59,Urban,Fine no high winds,Car,,before 2015
200901BS70520,9/21/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.498588,Daylight,Kensington and Chelsea,None,-0.200303,1,2,Metropolitan Police,Dry,Single carriageway,30,16:02,Urban,Fine no high winds,Car,,after 2015
200901BS70521,9/22/2021,Tuesday,Give way or uncontrolled,Crossroads,Slight,51.501365,Daylight,Kensington and Chelsea,None,-0.19371,1,1,Metropolitan Police,Dry,Dual carriageway,30,16:49,Urban,Fine no high winds,Car,,after 2015
200901BS70522,9/15/2021,Tuesday,Auto traffic signal,Crossroads,Serious,51.516658,Daylight,Kensington and Chelsea,None,-0.205789,2,1,Metropolitan Police,Wet or damp,Single carriageway,30,17:05,Urban,Raining no high winds,Motorcycle over 500cc,,before 2015
200901BS70524,9/22/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.505257,Daylight,Kensington and Chelsea,None,-0.213009,1,2,Metropolitan Police,Dry,Single carriageway,30,18:45,Urban,Fine no high winds,Car,,before 2015
200901BS70525,9/22/2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.48541,Daylight,Kensington and Chelsea,None,-0.173888,1,2,Metropolitan Police,Dry,Single carriageway,30,13:50,Urban,Fine no high winds,Car,,before 2015
200901BS70526,9/16/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.498743,Daylight,Kensington and Chelsea,None,-0.210382,1,2,Metropolitan Police,Dry,Single carriageway,30,18:00,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,,after 2015
200901BS70529,9/25/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.523521,Daylight,Kensington and Chelsea,None,-0.213591,1,2,Metropolitan Police,Dry,Single carriageway,30,14:27,Urban,Fine no high winds,Car,,before 2015
200901BS70532,9/27/2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.511353,Darkness - lights lit,Kensington and Chelsea,None,-0.205853,1,2,Metropolitan Police,Dry,Single carriageway,30,23:30,Urban,Fine no high winds,Car,,before 2015
200901BS70533,9/25/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.495804,Daylight,Kensington and Chelsea,None,-0.171455,1,1,Metropolitan Police,Dry,Single carriageway,30,16:20,Urban,Fine no high winds,Car,,before 2015
200901BS70534,9/21/2021,Monday,Give way or uncontrolled,Crossroads,Slight,51.519505,Daylight,Kensington and Chelsea,None,-0.221532,1,2,Metropolitan Police,Dry,Single carriageway,30,14:45,Urban,Fine no high winds,Taxi/Private hire car,,after 2015
200901BS70535,9/23/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Serious,51.497714,Daylight,Kensington and Chelsea,None,-0.167057,1,2,Metropolitan Police,Dry,Single carriageway,30,15:20,Urban,Fine no high winds,Car,,before 2015
200901BS70536,9/23/2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.501827,Darkness - lights lit,Westminster,None,-0.159831,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,19:55,Urban,Raining no high winds,Car,,before 2015
200901BS70537,9/23/2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.479735,Darkness - lights lit,Kensington and Chelsea,None,-0.179011,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,21:05,Urban,Fine no high winds,Car,,before 2015
200901BS70538,9/16/2021,Wednesday,Give way or uncontrolled,Crossroads,Slight,51.492856,Daylight,Kensington and Chelsea,None,-0.195919,1,2,Metropolitan Police,Dry,Single carriageway,30,17:25,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,,before 2015
200901BS70539,9/28/2021,Monday,Auto traffic signal,T or staggered junction,Slight,51.501863,Daylight,Kensington and Chelsea,None,-0.185189,1,2,Metropolitan Police,Dry,Single carriageway,30,08:05,Urban,Fine no high winds,Car,,before 2015
200901BS70540,9/25/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.48299,Daylight,Kensington and Chelsea,None,-0.185939,1,2,Metropolitan Police,Dry,Single carriageway,30,16:40,Urban,Fine no high winds,Car,,after 2015
200901BS70541,9/23/2021,Wednesday,Give way or uncontrolled,Crossroads,Slight,51.488425,Darkness - lights lit,Kensington and Chelsea,None,-0.176936,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,20:59,Urban,Raining no high winds,Car,,before 2015
200901BS70542,9/15/2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.501398,Darkness - lights lit,Kensington and Chelsea,None,-0.161145,1,1,Metropolitan Police,Dry,Single carriageway,30,19:05,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,,before 2015
200901BS70543,9/26/2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.519107,Daylight,Kensington and Chelsea,None,-0.218953,1,2,Metropolitan Police,Dry,Single carriageway,30,18:08,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,,before 2015
200901BS70544,9/25/2021,Friday,Auto traffic signal,Crossroads,Slight,51.495202,Daylight,Kensington and Chelsea,None,-0.178971,1,2,Metropolitan Police,Dry,Dual carriageway,30,08:50,Urban,Fine no high winds,Car,,before 2015
200901BS70545,9/14/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.505849,Daylight,Kensington and Chelsea,None,-0.210536,1,2,Metropolitan Police,Dry,Single carriageway,30,10:00,Urban,Fine no high winds,Car,,after 2015
200901BS70547,9/28/2021,Monday,Give way or uncontrolled,Crossroads,Slight,51.522177,Daylight,Kensington and Chelsea,None,-0.208022,1,2,Metropolitan Police,Dry,Single carriageway,30,12:00,Urban,Fine no high winds,Motorcycle over 500cc,,before 2015
200901BS70548,06-10-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.494633,Daylight,Kensington and Chelsea,None,-0.194552,1,2,Metropolitan Police,Dry,Single carriageway,30,09:30,Urban,Fine no high winds,Other vehicle,,before 2015
200901BS70550,9/30/2021,Wednesday,Give way or uncontrolled,Roundabout,Serious,51.515102,Darkness - lights lit,Hammersmith and Fulham,None,-0.221704,3,2,Metropolitan Police,Dry,Roundabout,40,19:25,Urban,Fine no high winds,Car,,before 2015
200901BS70551,10-02-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.515887,Darkness - lights lit,Kensington and Chelsea,None,-0.214179,1,2,Metropolitan Police,Dry,Single carriageway,30,21:15,Urban,Fine no high winds,Car,,before 2015
200901BS70552,10-02-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.494069,Daylight,Kensington and Chelsea,None,-0.158271,1,2,Metropolitan Police,Dry,Single carriageway,30,18:10,Urban,Fine no high winds,Car,,before 2015
200901BS70553,9/30/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.496577,Darkness - lights lit,Kensington and Chelsea,None,-0.192314,1,2,Metropolitan Police,Dry,Single carriageway,30,18:50,Urban,Fine no high winds,Car,,after 2015
200901BS70554,10-01-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.490998,Darkness - lights lit,Kensington and Chelsea,None,-0.163149,1,2,Metropolitan Police,Dry,Single carriageway,30,00:30,Urban,Fine no high winds,Car,,before 2015
200901BS70555,9/30/2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.488785,Daylight,Kensington and Chelsea,None,-0.165398,1,1,Metropolitan Police,Dry,Single carriageway,30,16:40,Urban,Fine no high winds,Car,,before 2015
200901BS70556,10-02-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.493435,Darkness - lights lit,Kensington and Chelsea,None,-0.158008,1,1,Metropolitan Police,Dry,Single carriageway,30,02:47,Urban,Fine no high winds,Car,,before 2015
200901BS70557,10-03-2021,Saturday,Give way or uncontrolled,Crossroads,Slight,51.515955,Daylight,Kensington and Chelsea,None,-0.212735,1,2,Metropolitan Police,Dry,Single carriageway,30,17:22,Urban,Fine + high winds,Car,,before 2015
200901BS70558,10-02-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.492209,Darkness - lights lit,Kensington and Chelsea,None,-0.165837,1,2,Metropolitan Police,Dry,Single carriageway,30,21:14,Urban,Fine no high winds,Car,,before 2015
200901BS70559,9/28/2021,Monday,Give way or uncontrolled,T or staggered junction,Serious,51.493919,Daylight,Kensington and Chelsea,None,-0.177437,1,2,Metropolitan Police,Dry,Single carriageway,30,08:40,Urban,Fine no high winds,Motorcycle 125cc and under,,before 2015
200901BS70560,9/22/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.48046,Daylight,Kensington and Chelsea,None,-0.185175,1,2,Metropolitan Police,Dry,Single carriageway,30,16:00,Urban,Fine no high winds,Motorcycle over 500cc,,before 2015
200901BS70561,9/22/2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.514245,Daylight,Kensington and Chelsea,None,-0.212657,1,1,Metropolitan Police,Dry,Single carriageway,30,11:10,Urban,Fine no high winds,Car,,before 2015
200901BS70562,10-06-2021,Tuesday,Auto traffic signal,T or staggered junction,Slight,51.49566,Daylight,Kensington and Chelsea,Other object on road,-0.173766,1,2,Metropolitan Police,Dry,Single carriageway,30,17:36,Urban,Fine no high winds,Bus or coach (17 or more pass seats),,before 2015
200901BS70563,10-06-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Serious,51.515849,Daylight,Kensington and Chelsea,None,-0.217639,1,1,Metropolitan Police,Dry,Single carriageway,30,16:45,Urban,Fine no high winds,Car,,before 2015
200901BS70564,9/29/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.522078,Daylight,Westminster,None,-0.201539,1,2,Metropolitan Police,Dry,Single carriageway,30,10:20,Urban,Fine no high winds,Car,,after 2015
200901BS70565,10-12-2021,Monday,Auto traffic signal,T or staggered junction,Slight,51.493335,Darkness - lights lit,Kensington and Chelsea,None,-0.168817,1,1,Metropolitan Police,Dry,Single carriageway,30,00:16,Urban,Fine no high winds,Car,,before 2015
200901BS70566,10-09-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.506866,Daylight,Kensington and Chelsea,None,-0.206462,1,1,Metropolitan Police,Dry,Single carriageway,30,12:23,Urban,Fine no high winds,Car,,before 2015
200901BS70567,10-09-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.49293,Daylight,Kensington and Chelsea,None,-0.165952,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,17:00,Urban,Raining no high winds,Car,,before 2015
200901BS70568,10-01-2021,Thursday,Auto traffic signal,Crossroads,Slight,51.509374,Daylight,Kensington and Chelsea,None,-0.194114,1,2,Metropolitan Police,Dry,Single carriageway,30,12:00,Urban,Fine no high winds,Car,,after 2015
200901BS70569,9/27/2021,Sunday,Give way or uncontrolled,T or staggered junction,Serious,51.484195,Daylight,Kensington and Chelsea,None,-0.159389,1,2,Metropolitan Police,Dry,Single carriageway,30,07:15,Urban,Fine no high winds,Motorcycle over 500cc,,after 2015
200901BS70570,10-10-2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.485178,Daylight,Kensington and Chelsea,None,-0.187868,1,2,Metropolitan Police,Dry,Single carriageway,30,14:20,Urban,Fine no high winds,Car,,before 2015
200901BS70571,10-04-2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.49105,Daylight,Kensington and Chelsea,None,-0.160698,1,1,Metropolitan Police,Dry,Single carriageway,30,10:50,Urban,Fine no high winds,Car,,before 2015
200901BS70572,10-01-2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.518024,Daylight,Kensington and Chelsea,None,-0.206888,1,1,Metropolitan Police,Dry,Single carriageway,30,15:50,Urban,Fine no high winds,Car,,before 2015
200901BS70573,10-12-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.506097,Daylight,Kensington and Chelsea,None,-0.209086,1,2,Metropolitan Police,Dry,Single carriageway,30,10:50,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,,before 2015
200901BS70574,10-09-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.495355,Daylight,Kensington and Chelsea,None,-0.177236,1,2,Metropolitan Police,Dry,Single carriageway,30,09:35,Urban,Fine no high winds,Car,,after 2015
200901BS70576,10-04-2021,Sunday,Auto traffic signal,Crossroads,Slight,51.495658,Daylight,Kensington and Chelsea,None,-0.173622,2,2,Metropolitan Police,Dry,Dual carriageway,30,14:50,Urban,Fine no high winds,Car,,before 2015
200901BS70577,10-12-2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.481908,Darkness - lights lit,Kensington and Chelsea,None,-0.174172,1,2,Metropolitan Police,Dry,Single carriageway,30,19:00,Urban,Fine no high winds,Car,,after 2015
200901BS70578,10-08-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.49868,Daylight,Kensington and Chelsea,None,-0.165577,1,2,Metropolitan Police,Dry,Single carriageway,30,08:45,Urban,Fine no high winds,Car,,before 2015
200901BS70579,10-12-2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.494696,Daylight,Kensington and Chelsea,None,-0.192821,1,2,Metropolitan Police,Dry,Single carriageway,30,16:40,Urban,Fine no high winds,Car,,before 2015
200901BS70580,10/13/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.498826,Darkness - lights lit,Kensington and Chelsea,None,-0.19237,1,2,Metropolitan Police,Dry,Single carriageway,30,20:59,Urban,Fine no high winds,Car,,before 2015
200901BS70581,10-09-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.499024,Daylight,Kensington and Chelsea,None,-0.164555,1,2,Metropolitan Police,Dry,Single carriageway,30,14:50,Urban,Fine no high winds,Car,,before 2015
200901BS70583,9/27/2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.497372,Daylight,Kensington and Chelsea,None,-0.156697,1,2,Metropolitan Police,Dry,Single carriageway,30,13:20,Urban,Fine no high winds,Bus or coach (17 or more pass seats),,before 2015
200901BS70584,10/13/2021,Tuesday,Auto traffic signal,T or staggered junction,Slight,51.49806,Daylight,Kensington and Chelsea,None,-0.166178,1,1,Metropolitan Police,Dry,Single carriageway,30,14:30,Urban,Fine no high winds,Car,,before 2015
200901BS70585,10/13/2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.481575,Daylight,Kensington and Chelsea,None,-0.181674,1,1,Metropolitan Police,Dry,Single carriageway,30,13:45,Urban,Fine no high winds,Car,,before 2015
200901BS70586,10-12-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.486213,Darkness - lights lit,Kensington and Chelsea,None,-0.173423,1,2,Metropolitan Police,Dry,Single carriageway,30,21:00,Urban,Fine no high winds,Car,,after 2015
